StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q16,Q17,Q18,Q2,Q14,Q3,Q4,Q13,Q5,Q6,Q7,Q8,Q9,Q10,Q15,Q11_1,Q11_2,Q11_3,Q19_1,Q19_2,Q19_3,Q12
9/10/24 8:30,9/10/24 8:32,IP Address,162.212.34.235,100,131,TRUE,9/10/24 8:32,R_3ZzhkOdXg26ifKx,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,2 Years,Yes,I commute to campus,I prefer Monday/Wednesday/Friday classes,15,Yes,Off campus,15,"Sunday,Monday,Wednesday,Friday,Saturday",No,Yes,During the day,Probably yes,I prefer a zoom component,1,1,10,1,4,10,In person allows you to meet face to face with professors and learn material better.
9/10/24 8:30,9/10/24 8:35,IP Address,172.59.48.239,100,326,TRUE,9/10/24 8:35,R_3mxQubQJgvE1phh,,,,,36.7539,-119.7085,anonymous,EN,Freshman,Less than a year,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,25,No,,,,No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,0,9,5,,5,5,I have equal preference for both types of classes. 
9/10/24 8:31,9/10/24 8:35,IP Address,174.208.163.112,100,275,TRUE,9/10/24 8:35,R_3GWxSfOwJyTJrW2,,,,,37.815,-121.2108,anonymous,EN,Sophmore,1 Year,Yes,I commute to campus,I prefer Tuesday/Thursday classes,10mins,Yes,On campus,20,"Monday,Tuesday,Wednesday,Thursday",No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,3,2,6,5,8,5,Much faster and easier access
9/10/24 8:54,9/10/24 9:00,IP Address,162.212.34.209,100,368,TRUE,9/10/24 9:00,R_7j8JGniwfu4ZxEf,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I live on campus,,,No,,,,No,Yes,During the day,Probably yes,I prefer a zoom component,0,0,4,,,10,In-person courses help me focus more.
9/10/24 8:58,9/10/24 9:01,IP Address,162.212.34.222,100,215,TRUE,9/10/24 9:01,R_6lQXTIavL5XBqmX,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,30 minutes,Yes,On campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",No,Yes,During the day,Probably not,I prefer completely asynchronous courses,0,5,10,0,8,7,
9/10/24 9:24,9/10/24 9:26,IP Address,162.212.34.225,100,121,TRUE,9/10/24 9:26,R_7hHbwfaEl23xm7L,,,,,36.7405,-119.7508,anonymous,EN,Junior,2 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,10,Yes,On campus,2,Thursday,No,No,During the day,Probably yes,I prefer completely asynchronous courses,,3,10,,9,7,
9/10/24 9:18,9/10/24 9:27,IP Address,172.59.51.153,100,486,TRUE,9/10/24 9:27,R_52xDM510nac4sEW,,,,,36.7539,-119.7085,anonymous,EN,Junior,Less than a year,Yes,I commute to campus,"No preference, both work for me",40,Yes,Off campus,30,"Monday,Tuesday,Wednesday,Thursday,Friday",No,No,During the day,Definitely yes,I prefer completely asynchronous courses,3,10,10,10,10,5,"I think some courses can run as an asynchronous class. (For example BIB-300)For some people hybrid courses are easier to manage a work, school and life balance. "
9/10/24 9:25,9/10/24 9:27,IP Address,162.212.34.226,100,133,TRUE,9/10/24 9:27,R_6eQAyEWQI37yYgt,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I live on campus,,,Yes,On campus,15,"Tuesday,Wednesday,Thursday",Yes,Yes,No preference,Probably yes,I prefer completely asynchronous courses,0,5,10,,8,10,In person courses are the types of courses I am most used to. 
9/10/24 9:34,9/10/24 9:36,IP Address,162.212.34.233,100,114,TRUE,9/10/24 9:36,R_55T5qPU74kD2NEG,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,No,I live on campus,,,Yes,On campus,15,"Monday,Tuesday,Wednesday,Thursday",Yes,No,No preference,Definitely yes,I prefer completely asynchronous courses,0,5,10,10,10,,Allows for better time management 
9/10/24 9:55,9/10/24 10:17,IP Address,162.212.34.223,100,1324,TRUE,9/10/24 10:17,R_74RtanoELuxaylP,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,10-Jul,Yes,On campus,7,"Monday,Tuesday,Wednesday,Thursday",No,No,No preference,Definitely not,I prefer completely asynchronous courses,0,3,10,0,0,10,"In-person because I need an authoritative figure to keep me accountable and paying attention. Plus I love interacting and being able to easily ask questions in person, and I understand better that way."
9/10/24 10:57,9/10/24 11:02,IP Address,174.236.229.217,100,285,TRUE,9/10/24 11:02,R_1Y9Bek917Ckt0oR,,,,,38.5347,-121.4442,anonymous,EN,Sophmore,2 Years,No,I commute to campus,"No preference, both work for me",25,No,,,,Yes,No,At night,Definitely yes,I prefer completely asynchronous courses,5,2,8,5,2,6,I prefer online classes for my GD's but I rather be in person for the classes I need towards my major. 
9/10/24 11:13,9/10/24 11:14,IP Address,162.212.34.227,100,79,TRUE,9/10/24 11:14,R_7sceSdbe2ifSqJf,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,30,Yes,Off campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",No,Yes,No preference,Probably not,I prefer completely asynchronous courses,0,9,10,0,10,10,
9/10/24 11:12,9/10/24 11:14,IP Address,162.212.34.208,100,122,TRUE,9/10/24 11:14,R_3zcxDIWTL4rZKGB,,,,,36.7405,-119.7508,anonymous,EN,Junior,2 Years,Yes,I live on campus,,,No,,,,Yes,Yes,During the day,Probably yes,I prefer completely asynchronous courses,1,2,10,7,9,6,I prefer online course because I am able to do the assignments on my own time. 
9/10/24 11:13,9/10/24 11:15,IP Address,162.212.34.222,100,133,TRUE,9/10/24 11:15,R_1xXjwy2OiWTbm1w,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I commute to campus,"No preference, both work for me",20,Yes,On campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",No,No,During the day,Definitely not,I prefer completely asynchronous courses,,6,10,,10,7,Online classes give me more ability to finish other things through out my day and go along with the class on my own pace
9/10/24 11:14,9/10/24 11:16,IP Address,162.212.34.225,100,132,TRUE,9/10/24 11:16,R_7z8rYGKZofeqKh4,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,Yes,I live on campus,,,Yes,On campus,10,"Monday,Wednesday,Friday",No,Yes,No preference,Probably yes,I prefer completely asynchronous courses,0,4,10,1,10,10,In person class help with learning and being more interactive 
9/10/24 11:14,9/10/24 11:16,IP Address,162.212.34.226,100,142,TRUE,9/10/24 11:16,R_7EARNgYkiG5Ndq2,,,,,36.7405,-119.7508,anonymous,EN,Junior,2 Years,No,I live on campus,,,Yes,Off campus,20,"Sunday,Friday,Saturday",No,Yes,At night,Might or might not,I prefer completely asynchronous courses,2,4,10,2,6,7,
9/10/24 11:15,9/10/24 11:16,IP Address,162.212.34.232,100,85,TRUE,9/10/24 11:16,R_6Epe7m344LWEwY9,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I live on campus,,,No,,,,No,No,During the day,Probably yes,I prefer a zoom component,1,5,10,4,7,9,
9/10/24 11:15,9/10/24 11:17,IP Address,162.212.34.215,100,120,TRUE,9/10/24 11:17,R_1OYJrgZgEBdHOTc,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,No,I live on campus,,,Yes,On campus,5,"Tuesday,Thursday",No,Yes,During the day,Might or might not,I prefer a zoom component,0,2,10,,3,8,Going in-person helps me learn better. 
9/10/24 11:14,9/10/24 11:17,IP Address,108.147.102.12,100,197,TRUE,9/10/24 11:17,R_34PDyGghD2Zlih3,,,,,36.6847,-119.7306,anonymous,EN,Senior,4 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,60,Yes,Off campus,25,"Sunday,Monday,Wednesday,Friday,Saturday",No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,1,5,10,8,9,8,Financially it’s a better option and I also save a lot of time from commuting. 
9/10/24 11:14,9/10/24 11:17,IP Address,162.212.34.239,100,208,TRUE,9/10/24 11:17,R_1B1b7wbgjGnHxHb,,,,,36.7405,-119.7508,anonymous,EN,Junior,2 Years,No,I live on campus,,,No,,,,Yes,No,During the day,Definitely yes,I prefer a zoom component,1,4,10,5,7,4,"Because I am an athlete, sometimes I can't take classes that are in person and that's why online classes are more convenient."
9/10/24 11:14,9/10/24 11:17,IP Address,174.236.224.11,100,220,TRUE,9/10/24 11:17,R_7YLIY9g0KVEs1q0,,,,,38.5347,-121.4442,anonymous,EN,Senior,1 Year,No,I commute to campus,I prefer Tuesday/Thursday classes,25,Yes,Off campus,30,"Sunday,Monday,Wednesday,Friday,Saturday",No,Yes,At night,Definitely yes,I prefer completely asynchronous courses,2,0,10,8,5,8,"For classes that require hands on learning, like stem classes, I prefer to be in person."
9/10/24 11:15,9/10/24 11:17,IP Address,162.212.34.209,100,169,TRUE,9/10/24 11:17,R_7vlxqtNmOAqnjGN,,,,,36.7405,-119.7508,anonymous,EN,Junior,2 Years,Yes,I commute to campus,"No preference, both work for me",25 minutes,Yes,Off campus,15- 20 hours,"Monday,Tuesday,Wednesday,Thursday",No,No,During the day,Probably yes,I prefer completely asynchronous courses,1,3,10,6,9,9,
9/10/24 11:16,9/10/24 11:18,IP Address,162.212.34.221,100,125,TRUE,9/10/24 11:18,R_5H5J8aPMeq5Ux0t,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I commute to campus,"No preference, both work for me",30 minutes,No,,,,No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,1,1,10,6,0,10,I prefer to meet in person and see the professors's 
9/10/24 11:14,9/10/24 11:18,IP Address,162.212.34.214,100,240,TRUE,9/10/24 11:18,R_7WGsl6wBv4zgr5t,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,2 Years,Yes,I commute to campus,"No preference, both work for me",25 Minutes,No,,,,No,Yes,During the day,Definitely not,I prefer completely asynchronous courses,1,2,10,0,0,10,I do better with In-Person Courses
9/10/24 11:15,9/10/24 11:18,IP Address,162.212.34.208,100,174,TRUE,9/10/24 11:18,R_7kInsS2rmzOeRZ3,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,Yes,I live on campus,,,Yes,On campus,12,"Monday,Wednesday,Thursday",No,Yes,At night,Probably yes,I prefer a zoom component,0,1,10,0,4,7,In person classes require students to be ready 
9/10/24 11:14,9/10/24 11:18,IP Address,104.28.85.190,100,234,TRUE,9/10/24 11:18,R_7h4Jy2MBAf9bj37,,,,,38.0004,-121.3105,anonymous,EN,Junior,Less than a year,No,I commute to campus,I prefer Tuesday/Thursday classes,52,Yes,Off campus,32,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",No,Yes,During the day,Definitely yes,I prefer a zoom component,2,6,10,10,10,10,Taking online/hybrid allows me to work full time and not have to limit my work hours. Taking in-person classes helps me understand the material better.
9/10/24 11:13,9/10/24 11:18,IP Address,162.212.34.205,100,318,TRUE,9/10/24 11:18,R_6e2S0VhOHKKNenu,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,Yes,I live on campus,,,No,,,,No,No,During the day,Might or might not,I prefer completely asynchronous courses,,8,10,5,5,5,"I prefer in-person because it gets me out of the house, separates work from home somewhat, and the social aspect of meeting and talking with people. I prefer online courses because it reduces scheduling strain of attending lectures so often and helps me catch up on sleep and free time, and it's the same format of course work as every other class anyway. Hybrid classes should theoretically be the best of both worlds."
9/10/24 11:16,9/10/24 11:18,IP Address,162.212.34.208,100,141,TRUE,9/10/24 11:18,R_1DO9JZegSJqJ1nm,,,,,36.7405,-119.7508,anonymous,EN,Senior,2 Years,No,I live on campus,,,No,,,,Yes,No,During the day,Definitely not,I prefer completely asynchronous courses,0,10,10,1,3,10,In Person because it was taken away from me during Covid
9/10/24 11:13,9/10/24 11:18,IP Address,162.212.34.202,100,332,TRUE,9/10/24 11:18,R_3wvrbPl3tG68Ors,,,,,36.7405,-119.7508,anonymous,EN,Junior,2 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,30,No,,,,No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,0,2,10,10,8,7,"I prefer either online or hybrid courses because as a commuter from Parlier, there is a lot of gas and money coming 4-5 times a week back and fourth. Sometimes, I have to share the vehicle I use so it is harder to accommodate with that factor. It would be easier if I went 2 times a week, or have online/hybrid classes."
9/10/24 11:12,9/10/24 11:19,IP Address,162.212.34.220,100,383,TRUE,9/10/24 11:19,R_3L0sUOtS26Mx5MB,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,Yes,I live on campus,,,No,,,,Yes,No,During the day,Definitely yes,I prefer completely asynchronous courses,4,10,10,0,10,0,"I highly prefer completely online courses. this is because the teacher can record videos for me and I can watch them on my own time. moreover, I don't have to waste my time listening to the teacher explain something to students who don't understand. Moreover (assuming there is a professor) I can always request a meeting (on Zoom or in person) to ask questions in private without wasting the time of my classmates. One problem that may occur is that people use different ways to get to the same conclusion as other students. however, I don't believe this is a negative thing as they get the same answer and show recoursfulness."
9/10/24 11:16,9/10/24 11:19,IP Address,162.212.34.227,100,212,TRUE,9/10/24 11:19,R_5EE8XoRgJFbs8Ec,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I live on campus,,,No,,,,No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,1,,10,10,6,10,I prefer on person and hybrid courses because its easier to receive help from professors and because its easier to stay focused.
9/10/24 11:17,9/10/24 11:19,IP Address,162.212.34.212,100,161,TRUE,9/10/24 11:19,R_6kFccTBnd8JBBI7,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I live on campus,,,Yes,On campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",No,Yes,No preference,Probably yes,I prefer completely asynchronous courses,0,2,10,1,8,10,"I learn much better in person, therefore I prefer in person classes."
9/10/24 11:16,9/10/24 11:19,IP Address,174.227.135.68,100,222,TRUE,9/10/24 11:19,R_6v8ulJVdCXnK7NW,,,,,38.6019,-121.5004,anonymous,EN,Senior,1 Year,Yes,I commute to campus,"No preference, both work for me",20,Yes,Off campus,,,Yes,Yes,No preference,Probably not,I prefer completely asynchronous courses,2,7,10,3,10,7,"I like filling my life with other things on top of school, so when we have online classes, I am able to get the work done on my preferred time and schedule. Makes it easier to work and be able to pay for school. "
9/10/24 11:14,9/10/24 11:20,IP Address,162.212.34.234,100,323,TRUE,9/10/24 11:20,R_3y7hVb7iU4VjYtz,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,I prefer Tuesday/Thursday classes,30 minutes ,Yes,Off campus,16,"Friday,Saturday",No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,4,5,6,10,10,9,I can work on class materials on my own time.
9/10/24 11:15,9/10/24 11:20,IP Address,162.212.34.218,100,298,TRUE,9/10/24 11:20,R_5QpLdMILKQQ38w9,,,,,36.7405,-119.7508,anonymous,EN,Freshman,1 Year,Yes,I commute to campus,"No preference, both work for me",15,No,,,,No,No,During the day,Might or might not,I prefer a zoom component,1,10,6,4,5,6,Online classes worked well with my schedule but I do prefer to take in person courses. I tend to not procrastinate when taking in person courses. 
9/10/24 11:14,9/10/24 11:21,IP Address,162.212.34.203,100,451,TRUE,9/10/24 11:21,R_3OB5nTVPGBrape9,,,,,36.7405,-119.7508,anonymous,EN,Senior,1 Year,Yes,I commute to campus,I prefer Tuesday/Thursday classes,1hr,Yes,Off campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",No,No,During the day,Probably yes,I prefer a zoom component,0,5,4,0,9,6,"I prefer to take online courses since it works out with my schedule for work and, most importantly, the drive since I do live a 1hr away, it's sometimes difficult to drive to school and then drive back to get to work on time. "
9/10/24 11:19,9/10/24 11:22,IP Address,162.212.34.234,100,213,TRUE,9/10/24 11:22,R_1PmDWZEGGA98rsv,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,I prefer Tuesday/Thursday classes,35 minutes ,No,,,,No,Yes,During the day,Definitely yes,I prefer a zoom component,0,0,1,0,10,10,I like online classes much because I have one year old son. 
9/10/24 11:18,9/10/24 11:25,IP Address,162.212.34.218,100,452,TRUE,9/10/24 11:25,R_6gCGKLignutb7Fx,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,50 minutes ,Yes,On campus,6,"Tuesday,Thursday",No,Yes,During the day,Might or might not,I prefer completely asynchronous courses,1,2,10,4,3,10,"I like to be in a working environment with other people, socializing is something important for my well being. "
9/10/24 12:58,9/10/24 13:01,IP Address,162.212.34.222,100,231,TRUE,9/10/24 13:01,R_617FFGEMoOBRNGV,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,24,Yes,Off campus,20,"Sunday,Tuesday,Friday,Saturday",No,No,During the day,Definitely yes,I prefer completely asynchronous courses,,3,10,,7,9,"Prefer a mix of both, Online gives the benefit of better scheduling and is better for noncourse specific classes."
9/10/24 13:38,9/10/24 13:42,IP Address,75.234.108.151,100,234,TRUE,9/10/24 13:42,R_6SdJnmWEqTxvknW,,,,,38.5674,-121.32,anonymous,EN,Junior,Less than a year,No,I commute to campus,"No preference, both work for me",35-45,No,,,,Yes,No,No preference,Probably yes,I prefer completely asynchronous courses,2,6,10,5,5,8,"It depends on the course type. For certain subjects/classes it’s more beneficial for me to learn in-person. For other classes, it doesn’t matter if it is hybrid, online, or in-person. "
9/10/24 14:39,9/10/24 14:41,IP Address,166.205.87.143,100,148,TRUE,9/10/24 14:41,R_5DtESmmOa4xo9Ve,,,,,37.7201,-122.4414,anonymous,EN,Sophmore,2 Years,Yes,I commute to campus,"No preference, both work for me",40,Yes,Off campus,20,"Sunday,Monday,Thursday,Friday,Saturday",No,Yes,During the day,Definitely not,I prefer completely asynchronous courses,0,5,10,0,10,10,A lot easier for me to save money doing online courses such as for gas. As well as allowing me to work on assignments on my own time. I also prefer if labs and lectures would be together instead of different times. I prefer not to get out late. 
9/10/24 16:13,9/10/24 16:18,IP Address,162.212.34.239,100,272,TRUE,9/10/24 16:18,R_5B8LOOotEsBsSfs,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,2 Years,Yes,I live on campus,,,No,,,,No,No,No preference,Definitely not,I prefer a zoom component,0,1,10,0,4,8,I learn better being in a class environment. Makes me feel like I am actually learning. 
9/10/24 16:49,9/10/24 16:51,IP Address,162.212.34.217,100,132,TRUE,9/10/24 16:51,R_31bl5UAVB1KRCog,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I commute to campus,"No preference, both work for me",7 minutes,No,,,,No,Yes,At night,Might or might not,I prefer a zoom component,3,2,9,2,3,4,More convenient to do a lot at home. 
9/10/24 18:37,9/10/24 18:40,IP Address,71.195.160.66,100,153,TRUE,9/10/24 18:40,R_1SuIfxKbn8qS5PK,,,,,36.8214,-119.7218,anonymous,EN,Senior,3 Years,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,30,Yes,On campus,15,"Monday,Tuesday,Wednesday,Thursday,Saturday",No,Yes,During the day,Might or might not,I prefer completely asynchronous courses,0,5,10,0,3,10,I always learn more when I can interact with my teacher and classmates face-to-face.
9/10/24 19:25,9/10/24 19:36,IP Address,108.64.111.53,100,672,TRUE,9/10/24 19:36,R_77qWDwAqyenAWuJ,,,,,36.7539,-119.7085,anonymous,EN,Sophmore,1 Year,No,I commute to campus,"No preference, both work for me",5,Yes,On campus,6,"Monday,Tuesday,Wednesday,Thursday,Friday",No,No,During the day,Probably yes,I prefer completely asynchronous courses,,1,10,0,5,8,I prefer in person courses because I tend to be more focused when the instructor is in the room and I feel that it is much easier to receive help when needed. 
9/10/24 21:06,9/10/24 21:11,IP Address,162.212.34.207,100,278,TRUE,9/10/24 21:11,R_1b1qpX4fCweNIcC,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I live on campus,,,No,,,,Yes,Yes,At night,Probably yes,I prefer completely asynchronous courses,4,3,10,5,5,5,I feel like with certain types of courses you can learn more effective. Sometimes I need some more time for doing homework because the time is tight sometimes. So I prefer online courses should be the same like in person courses that make me better at learning and I can focus more on facts. 
9/11/24 0:20,9/11/24 0:27,IP Address,108.147.93.78,100,399,TRUE,9/11/24 0:27,R_6JQ8w8bFA7V84Pw,,,,,37.3073,-121.8076,anonymous,EN,Junior,3 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,50,Yes,Off campus,22,"Monday,Tuesday,Wednesday,Thursday,Friday",No,Yes,No preference,Probably yes,I prefer completely asynchronous courses,1,5,10,1,8,10,I like the routine of having to be in class and having in person interactions. My second favorite would be online courses. The only downfall is that they are often full of busy work that doesn’t feel necessary to the course. I like hybrid classes the least cause I find myself being less motivated and feel awkward being on camera. 
9/11/24 8:03,9/11/24 8:06,IP Address,162.212.34.228,100,163,TRUE,9/11/24 8:06,R_3X08FwLFiJ4HJUf,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,No,,,,No,Yes,During the day,Definitely yes,I prefer a zoom component,0,0,4,9,8,9,It gives me more time to get ready for the day and more sleep.
9/11/24 8:03,9/11/24 8:07,IP Address,162.212.34.203,100,201,TRUE,9/11/24 8:07,R_19hu8BPW0kIitnD,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,I prefer Monday/Wednesday/Friday classes,10,No,,,,No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,0,0,10,8,7,8,I prefer certain types since it allows my schedule to become more flowy.
9/11/24 8:15,9/11/24 8:44,IP Address,162.212.34.222,100,1752,TRUE,9/11/24 8:44,R_7TSJyLJ1WziTscG,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,40,Yes,On campus,15,"Monday,Thursday,Friday,Saturday",No,No,During the day,Might or might not,I prefer a zoom component,2,10,10,5,5,8,"Being in person helps me focus a lot more and I feel like I'm getting more of a college experience. 
I'm already doing a bachelor's of business online and don't want this to feel the same way"
9/11/24 9:01,9/11/24 9:03,IP Address,162.212.34.215,100,103,TRUE,9/11/24 9:03,R_101dyRelTb9viQV,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,No,,,,Yes,Yes,No preference,Might or might not,I prefer a zoom component,,,,,,,I don't.
9/11/24 9:01,9/11/24 9:06,IP Address,162.212.34.221,100,301,TRUE,9/11/24 9:07,R_1MSy0PwORDPvE8o,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,20-30 minutes,Yes,Off campus,20-Dec,"Sunday,Saturday",Yes,No,During the day,Probably not,I prefer a zoom component,0,2,5,0,1,9,i like being able to do hands on work while being in person
9/11/24 9:06,9/11/24 9:08,IP Address,162.212.34.213,100,124,TRUE,9/11/24 9:08,R_6Pd9CHTdMpZilhS,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I commute to campus,"No preference, both work for me",30 minutes ,No,,,,No,No,At night,Probably not,I prefer completely asynchronous courses,0,1,6,0,4,10,"I learn better in a classroom environment. 
"
9/11/24 9:04,9/11/24 9:09,IP Address,72.139.201.62,100,339,TRUE,9/11/24 9:09,R_6Gq89CS1sqEI5Oz,,,,,43.6982,-79.4072,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,No,,,,Yes,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,0,0,5,7,1,7,I chose the same for in-person and hybrid courses because I feel like I learn better when there is a change in scenery and not just have it all in one classroom.
9/11/24 9:06,9/11/24 9:10,IP Address,162.212.34.216,100,239,TRUE,9/11/24 9:10,R_7GC9ySgaPkchHar,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,I prefer Monday/Wednesday/Friday classes,22 minutes,No,,,,Yes,Yes,No preference,Definitely not,I prefer a zoom component,0,1,4,0,5,4,I prefer zoom at the moment so i can just be at home rather than wasting gas to get to campus.
9/11/24 9:08,9/11/24 9:12,IP Address,162.212.34.226,100,235,TRUE,9/11/24 9:12,R_5h0hZOs0qqN7u01,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,No,,,,Yes,No,During the day,Probably yes,I prefer a zoom component,0,0,6,7,3,10,"I think for me having most of my corses in person is helpful, however I wouldn't mind taking some hybrid or online because it might help my schedule."
9/11/24 9:13,9/11/24 9:17,IP Address,162.212.34.217,100,239,TRUE,9/11/24 9:17,R_597De3JGoT0EMRr,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,I prefer Monday/Wednesday/Friday classes,20,No,,,,No,No,During the day,Definitely not,I prefer completely asynchronous courses,,,1,2,,10,I always forget to do work when it’s an online class because I don’t actually have to go into the class. 
9/11/24 9:15,9/11/24 9:19,IP Address,162.212.34.219,100,236,TRUE,9/11/24 9:19,R_5eaSQeFhJVtNQvL,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,No,,,,No,No,During the day,Probably not,I prefer a zoom component,0,0,5,3,3,8,I really prefer in person classes because I am a visual leaner and really rely on being able to talk to the professor and ask questions when i need too.
9/11/24 9:15,9/11/24 9:25,IP Address,162.212.34.202,100,566,TRUE,9/11/24 9:25,R_1eLbyRppyjCJ6Pl,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I commute to campus,"No preference, both work for me",10 minutes,Yes,Off campus,30,"Tuesday,Thursday,Friday,Saturday",No,No,No preference,Probably yes,I prefer a zoom component,,1,10,5,3,4,
9/11/24 9:15,9/11/24 9:28,IP Address,162.212.34.237,100,768,TRUE,9/11/24 9:28,R_7CgeFcFx0oJCCpL,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,"No preference, both work for me",45,No,,,,No,No,At night,Might or might not,I prefer completely asynchronous courses,0,1,6,0,5,10,I prefer in person overall because that is how I intake material better. Hybrid would be difficult for me which is why is why I gave it a zero. Online I did during covid and hated it because I struggled but when I did online asynchronous in high school as a dual enrollment and it was easier and enjoyed it. 
9/11/24 9:30,9/11/24 9:45,IP Address,162.212.34.204,100,932,TRUE,9/11/24 9:45,R_7H07jHikQaQiA8u,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,2 Years,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,15-Oct,No,,,,No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,2,3,10,4,9,5,"The courses that I prefer truly, are online classes but sometimes I prefer in-person at times because it's easier for me to precipitate the information my teachers give out. "
9/11/24 11:04,9/11/24 11:07,IP Address,162.212.34.206,100,189,TRUE,9/11/24 11:07,R_5oiQ1Th3k7PP853,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I live on campus,,,No,,,,No,No,During the day,Might or might not,I prefer a zoom component,0,6,10,5,5,7,"It can be easier for me to learn in person instead of online, online classes I tend to want to skip. "
9/11/24 11:04,9/11/24 11:07,IP Address,162.212.34.213,100,191,TRUE,9/11/24 11:07,R_3gCTmKWiWDJeFnP,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,I prefer Tuesday/Thursday classes,45,No,,,,Yes,Yes,During the day,Probably yes,I prefer completely asynchronous courses,0,0,5,9,9,6,I prefer mostly online because I live kind of far to be driving here everyday.
